,Dialogue
968,"Rachel's not here.
"
969,"Can I take a message?
"
970,"How do we spell Casey?
"
971,"Is it like ""at the bat""
"
972,"or ""and The Sunshine Band""?
"
973,"Hey, who's this Casey?
"
974,"A guy she met at the movies.
"
975,"What does he want with her?
"
976,"I guess he wants to
"
977,"do a little dance...
"
978,"...you know, make a little love...
"
979,"Well, get down tonight.
"
980,"I don't know. I don't...
"
981,"I don't get it! Two months ago,
"
982,"Rachel and I were this close.
"
983,"Now I'm taking messages from guys
"
984,"she meets at the movies?
"
985,"I mean, this Casey should be
"
986,"taking down my messages, you know?
"
987,"Or Rachel and I should be together...
"
988,"...and we should get
"
989,"some kind of message service.
"
990,"Hang in there.
"
991,"It's gonna happen.
"
992,"Now, how do you know that?
"
993,"Because she's your lobster.
"
994,"Oh, she's going somewhere.
"
995,"It's a known fact that lobsters
"
996,"fall in love and mate for life.
"
997,"You know what? You can actually
"
998,"see old lobster couples...
"
999,"...walking around their tank,
"
1000,"holding claws, like...
"
1001,"You have to picture lobsters.
"
1002,"Hey, you feeling better?
"
1003,"Yeah, I think that fifth shower
"
1004,"got the interview off me.
"
1005,"Do you have other possibilities?
"
1006,"There is the possibility
"
1007,"that I won't make rent.
"
1008,"If you want,
"
1009,"I can lend you money.
"
1010,"If I couldn't pay you back right away,
"
1011,"I'd feel guilty and tense around you.
"
1012,"Then why not borrow it
"
1013,"from Mom and Dad?
"
1014,"You feel guilty and tense
"
1015,"around them already.
"
1016,"Might as well
"
1017,"make some money off of them.
"
1018,"The man's got a point.
"
1019,"What is that sparkly thing?
"
1020,"That thing?
"
1021,"Yeah, it's a little flashy.
"
1022,"No, no.
"
1023,"No, no. It's not flashy.
"
1024,"Not for a goodfella.
"
1025,"Man, that is sharp! That must
"
1026,"have cost you quite a few doubloons.
"
1027,"No, it's fun, it's fun. It's kinda like
"
1028,"knowing one of the Gabor Sisters.
"
1029,"Hi, darling.
"
1030,"What's this?
"
1031,"Some of your old stuff.
"
1032,"Well, sweetie,
"
1033,"we have a surprise for you.
"
1034,"We're turning your room into a gym.
"
1035,"Wow, that is a surprise!
"
1036,"Just one question.
"
1037,"Why not Ross's room?
"
1038,"We talked about that...
"
1039,"...but your brother had so many
"
1040,"science trophies, plaques, merit badges...
"
1041,"We didn't want to disturb them.
"
1042,"God forbid!
"
1043,"So what's new with you?
"
1044,"What can you tell us?
"
1045,"- How's your job?
"
1046,"- My job? Well...
"
1047,"Did I mention I still
"
1048,"don't have a boyfriend?
"
1049,"Well, I just assumed.
"
1050,"We were so sorry to hear
"
1051,"about your parents splitting up.
"
1052,"Well, they're just separated.
"
1053,"You never know! We'll see.
"
1054,"I can't say any of us
"
1055,"were surprised.
"
1056,"They've been unhappy
"
1057,"ever since we've known them.
"
1058,"Especially after
"
1059,"that incident in Hawaii.
"
1060,"What? What incident?
"
1061,"No, no. I must be
"
1062,"thinking of someone else.
"
1063,"Maybe me!
"
1064,"Don't you have some folding to do?
"
1065,"Fold. You fold.
"
1066,"- Want a refill?
"
1067,"- I'm all right, thanks.
"
1068,"Give me a second.
"
1069,"I want to get this just right.
"
1070,"Dude, eleven o'clock,
"
1071,"totally hot babe checking you out.
"
1072,"That was really good.
"
1073,"I think I'm ready for my penis now.
"
1074,"I know what you're thinking.
"
1075,"Dave Thomas, founder of Wendy's.
"
1076,"I'm Gail.
"
1077,"I really have to go,
"
1078,"but it was nice meeting you.
"
1079,"Excellent!
"
1080,"He could have gotten me a VCR
"
1081,"or a set of golf clubs.
"
1082,"But no! He got me
"
1083,"the ""woman repeller""!
"
1084,"The eyesore from
"
1085,"the Liberace House of Crap!
"
1086,"- It's not bad.
"
1087,"- Easy for you to say.
"
1088,"You're not sporting a reject
"
1089,"from the Mr. T collection!
"
1090,"""I pity the fool that
"
1091,"puts on my jewelry! I do! I do!""
"
1092,"""I pity that fool...""
"
1093,"Hey, man! We were just
"
1094,"doing some impressions.
"
1095,"Do your Marcel Marceau.
"
1096,"That's actually good.
"
1097,"Would you look at that guy?
"
1098,"How long has he
"
1099,"been talking to her?
"
1100,"I don't know. A couple of minutes.
"
1101,"Yeah? Try doubling that.
"
1102,"It's like, back off, buddy!
"
1103,"She's a waitress, not a geisha.
"
1104,"I think she's okay.
"
1105,"Look at that!
"
1106,"She pushes him away
"
1107,"and he won't budge!
"
1108,"I'm gonna do something.
"
1109,"We'll get a condo...
"
1110,"...right on the mountain.
"
1111,"Ski in, ski out, it's great.
"
1112,"Excuse me? Are you Rachel?
"
1113,"What?
"
1114,"Ross Geller.
"
1115,"God, in your ad you said
"
1116,"you were pretty, but wow!
"
1117,"What are you doing?
"
1118,"Oh, my God, is this the wrong day?
"
1119,"I don't believe it!
"
1120,"If it works out, we'll have
"
1121,"something to tell the grandkids!
"
1122,"You sure will.
"
1123,"I've gotta go.
"
1124,"Take care.
"
1125,"See you later.
"
1126,"You're welcome.
"
1127,"- What?
"
1128,"- I was saving you.
"
1129,"Saving me from a pleasant
"
1130,"conversation with an interesting man?
"
1131,"From where I was...
"
1132,"Okay, Ross, listen to me.
"
1133,"I am not yours to save.
"
1134,"But you are.
"
1135,"What?
"
1136,"You're my lobster.
"
1137,"Are you being
"
1138,"the blind-date guy again?
"
1139,"No, you're my lobster.
"
1140,"Lobsters...
"
1141,"In the tank, when they're old...
"
1142,"...they get with the...
"
1143,"They walk around holding the claws.
"
1144,"In the tank!
"
1145,"You know, with...
"
1146,"...with the holding and...
"
1147,"Pheebs, you wanna help me
"
1148,"with the lobster thing?
"
1149,"Do the claws again.
"
1150,"Rach, forget the lobsters, okay?
"
1151,"Let's talk...
"
1152,"What about us?
"
1153,"Ross, there is no ""us,"" okay?
"
1154,"No! Listen to me!
"
1155,"I fell for you and I get clobbered.
"
1156,"You then fall for me
"
1157,"and I again get clobbered.
"
1158,"I'm tired of being
"
1159,"clobbered, you know?
"
1160,"It's just not worth it.
"
1161,"Well, but...
"
1162,"No ""but,"" Ross.
"
1163,"We are never gonna happen, okay?
"
1164,"Accept that.
"
1165,"Except that what?
"
1166,"No. No.
"
1167,"Accept that.
"
1168,"I gotta go.
"
1169,"Hey, man! Look, it's my best bud!
"
1170,"How you doing?
"
1171,"You're getting good at that
"
1172,"Marcel Marceau thing.
"
1173,"What do you say we play some ball?
"
1174,"You and me, huh?
"
1175,"Okay, that's my bad.
"
1176,"If you hated the bracelet,
"
1177,"you should have just said so.
"
1178,"Doesn't the fact that I wore it...
"
1179,"...say how much
"
1180,"our friendship means to me?
"
1181,"But you insulted the bracelet
"
1182,"and you made fun of me.
"
1183,"Well, that's the part
"
1184,"where I'm a wank.
"
1185,"I was hoping you
"
1186,"wouldn't focus on that.
"
1187,"Oh, yeah? Well focus on this.
"
1188,"Hard to argue with that.
"
1189,"Come on, man! I said I was
"
1190,"sorry a hundred times.
"
1191,"I promise, I will never
"
1192,"take it off my...
"
1193,"...wrist.
"
1194,"But if you want to
"
1195,"stay in there and be mad...
"
1196,"...you just, you stay in there.
"
1197,"You know what the...
"
1198,"I am here, on my knees...
"
1199,"...holding up these couch cushions...
"
1200,"...as a symbol
"
1201,"of my sorrow and regret.
"
1202,"Much like they did
"
1203,"in biblical times.
"
1204,"Though you may haveth anger now...
"
1205,"You're gonna grab yourself again,
"
1206,"aren't you?
"
1207,"You know, that Steffi Graf
"
1208,"has quite a tush.
"
1209,"I'm just saying!
"
1210,"It's right there!
"
1211,"Hey, guys.
"
1212,"Hi, darling.
"
1213,"You didn't bring my grandson?
"
1214,"He's at Carol and Susan's today.
"
1215,"A woman in my office is a lesbian.
"
1216,"I'm just saying!
"
1217,"Jack, look! There's that house
"
1218,"paint commercial that cracks you up!
"
1219,"- Where have you been?
"
1220,"- Emotional hell.
"
1221,"Did they lend you the money?
"
1222,"No, I haven't asked them yet.
"
1223,"Come on, Monica, do it.
"
1224,"Hey, you guys.
"
1225,"Monica has some news.
"
1226,"So listen, I'm sorry I didn't
"
1227,"tell you this before, but...
"
1228,"...I'm no longer at my job.
"
1229,"I had to leave it.
"
1230,"Why?
"
1231,"Because they made me.
"
1232,"You were fired?
"
1233,"What are you gonna do?
"
1234,"Judy, relax. This is our little
"
1235,"Harmonica we're talking about.
"
1236,"We taught her well.
"
1237,"- Ten percent of your paycheck goes?
"
1238,"- In the bank.
"
1239,"So she dips into her savings.
"
1240,"That's what it's there for.
"
1241,"She's gonna be fine.
"
1242,"- Aren't you, sweetie?
"
1243,"- In the bank.
"
1244,"If you need a little extra...
"
1245,"...you know where to find it.
"
1246,"Anything larger back there?
"
1247,"I can't believe it!
"
1248,"Would you stop already?
"
1249,"Get out of the bitter barn
"
1250,"and play in the hay.
"
1251,"Oh, you're right.
"
1252,"I should play in the hay.
"
1253,"I just dropped $400 to replace
"
1254,"a bracelet I hated to begin with.
"
1255,"Bring on the hay!
"
1256,"Hey!
"
1257,"I've got something
"
1258,"that'll make you happy.
"
1259,"Guess what Gunther found?
"
1260,"Hey, now you have two!
"
1261,"Oh, now you have two.
"
1262,"What am I gonna do?
"
1263,"How come you have two?
"
1264,"This one's for you.
"
1265,"Get out!
"
1266,"No, I can't.
"
1267,"I know how much this means to you...
"
1268,"...and this is about more than jewelry.
"
1269,"It's about you and me
"
1270,"and the fact that we're ""best buds.""
"
1271,"Is this friendship?
"
1272,"I think so!
"
1273,"Check it out!
"
1274,"We're bracelet buddies!
"
1275,"That's what they'll call us!
"
1276,"Okay, here you go.
"
1277,"Pay me back whenever you like.
"
1278,"You have dinosaur checks?
"
1279,"You get your money
"
1280,"and you learn something.
"
1281,"What's wrong with that?
"
1282,"Nothing.
"
1283,"Hey, you're a cheap-a-saurus!
"
1284,"I'm kidding, I'm kidding.
"
1285,"Thank you, I'm very grateful.
"
1286,"Hey, Mon, what is this?
"
1287,"That's my bathing suit from high school.
"
1288,"I was a little bigger then.
"
1289,"I thought they used that
"
1290,"to cover Connecticut when it rains.
"
1291,"Hey, what's on this videotape?
"
1292,"I don't know.
"
1293,"Let's put it in.
"
1294,"Over here, Jack. Okay.
"
1295,"Rachel's coming up the path.
"
1296,"Doesn't she look pretty? Jack?
"
1297,"Can you get this?
"
1298,"Oh, my God!
"
1299,"What is with your nose?
"
1300,"They had to reduce it
"
1301,"because of my deviated septum.
"
1302,"Okay, I was wrong. That's
"
1303,"what they use to cover Connecticut.
"
1304,"This is us getting ready
"
1305,"for the prom.
"
1306,"We don't have to watch.
"
1307,"Yeah, we do.
"
1308,"- Come on!
"
1309,"- It's fun!
"
1310,"Get a shot of Monica.
"
1311,"Where's Monica?
"
1312,"Over here, Dad!
"
1313,"Wait. How do you zoom out?
"
1314,"There she is!
"
1315,"Some girl ate Monica!
"
1316,"Shut up!
"
1317,"The camera adds ten pounds.
"
1318,"So how many cameras
"
1319,"are actually on you?
"
1320,"Oh, you look so great!
"
1321,"So do you! You look beautiful!
"
1322,"- Oops.
"
1323,"- What?
"
1324,"I think I got mayonnaise on you.
"
1325,"Oh, it's just the shoulder,
"
1326,"not my dress.
"
1327,"Everybody smile!
"
1328,"Oh, Dad, turn it off!
"
1329,"It is off.
"
1330,"It is not!
"
1331,"What's with the red light?
"
1332,"It's the off light.
"
1333,"Right, Ross?
"
1334,"Looking good, Mr. Kotter.
"
1335,"- You look pretty tonight.
"
1336,"- Oh, thanks.
"
1337,"- What are you doing this summer?
"
1338,"- I'm gonna hang out...
"
1339,"...work on my music.
"
1340,"Is my hook unhooked?
"
1341,"These things keep falling down.
"
1342,"Let me see. I don't know.
"
1343,"What are you gonna do...
"
1344,"The guys are here!
"
1345,"...this summer?
"
1346,"Work on your music?
"
1347,"Oh, my God!
"
1348,"There's Roy Gublik!
"
1349,"You know, Roy saw
"
1350,"Star Wars 317 times.
"
1351,"He was in the paper.
"
1352,"Where's Chip?
"
1353,"Why isn't he here yet?
"
1354,"He'll be here, okay?
"
1355,"Take a chill pill.
"
1356,"There.
"
1357,"I just told Rachel
"
1358,"that Roy touched my boob.
"
1359,"I can't go to the prom without a date.
"
1360,"I can't! It's too late!
"
1361,"If you're not going,
"
1362,"then I don't want to go.
"
1363,"Oh, I'm gonna kick Chip's ass!
"
1364,"I have a wonderful idea.
"
1365,"You should take Rachel to the prom.
"
1366,"Doubtful.
"
1367,"Jack, give me that.
"
1368,"Talk to your son.
"
1369,"All right, go on.
"
1370,"This thing's heavy.
"
1371,"Your mother's right.
"
1372,"Take her. You can wear my tux.
"
1373,"She won't wanna go with me.
"
1374,"Of course she would!
"
1375,"You're a college man!
"
1376,"- I don't know.
"
1377,"- Well, come on.
"
1378,"Don't you wanna find out?
"
1379,"I can't believe
"
1380,"I can't go to the prom!
"
1381,"This is so harsh!
"
1382,"- Hold my board.
"
1383,"- Thataboy! Thataboy!
"
1384,"I think we've seen enough.
"
1385,"Let's turn it off.
"
1386,"Well, I'm not gonna watch.
"
1387,"Come on, kid. Let's go!
"
1388,"- My! Are you handsome!
"
1389,"- Let's show them!
"
1390,"Just a sec, Dad.
"
1391,"Okay, be cool. Just be cool.
"
1392,"Okay, Dad.
"
1393,"Rachel, ready or not,
"
1394,"here comes your knight in shining...
"
1395,"Oh, no.
"
1396,"Don't wait up!
"
1397,"Chip!
"
1398,"Oh, dear!
"
1399,"How do I turn this off?
"
1400,"Press the button.
"
1401,"Which one? Which button? Jack!
"
1402,"The button! The button!
"
1403,"I can't believe you did that.
"
1404,"Yeah, well...
"
1405,"See? He's her lobster!
"
1406,"Dance with him!
"
1407,"Mom, I'm hungry!
"
1408,"Dance with your father.
"
1409,"I don't know any of your flashdances,
"
1410,"but I'm no slouch on the dance floor.
"
1411,"All right.
"
1412,"- Oh, Jack!
"
1413,"- Oh, Judy!
"
1414,"Best watched using Open Subtitles MKV Player
"
1415,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
"
1416,"Okay, this is it.
"
1417,"You sure you wanna do this?
"
1418,"Hello, Mrs. Ross.
"
1419,"Well, hello, Mr. Rachel.
"
1420,"-Whoa!
"
1421,"-Oh, my God!
"
1422,"Come on, Pheebs, hurry!
"
1423,"Okay! Okay!
"
1424,"Oh, my God!
"
1425,"ls everybody getting married?
"
1426,"No running in the chapel.
"
1427,"Hey, don't you give me
"
1428,"any of your-- Hey!
"
1429,"Why are you here?
"
1430,"Ross and Rachel left a message.
"
1431,"They're getting married.
"
1432,"-Isn't that why you guys are here?
"
1433,"-Yes. Why else would we be here?
"
1434,"What happened?
"
1435,"Did we miss it?
"
1436,"We missed it.
"
1437,"Maybe you wouldn't have
"
1438,"if you could run in the chapel!
"
1439,"This is insane.
"
1440,"What's the big deal?
"
1441,"It's not like it's a real marriage.
"
1442,"What?
"
1443,"If you marry in Vegas,
"
1444,"you're only married in Vegas.
"
1445,"If you marry here,
"
1446,"you're married everywhere.
"
1447,"Really?
"
1448,"Yeah.
"
1449,"Oh, my God!
"
1450,"Oh, well.
"
1451,"The One After Vegas
"
1452,"English Subtitles by
"
1453,"Gelula/SDI
"
1454,"Why are we in bed together?
"
1455,"I don't know.
"
1456,"Do you have any clothes on?
"
1457,"Yes.
"
1458,"-Really?
"
1459,"-No.
"
1460,"But we didn't have. . .
"
1461,". . .sex, did we?
"
1462,"I don't remember much
"
1463,"about last night.
"
1464,"It was such a blur.
"
1465,"I remember laughing.
"
1466,"I laughed a lot.
"
1467,"Then we didn't have sex.
"
1468,"Oh, I mean,
"
1469,"we were really drunk.
"
1470,"I'm glad we didn't
"
1471,"do anything stupid.
"
1472,"Tell me about it.
"
1473,"Morning, Pheebs.
"
1474,"Well, my movie has been
"
1475,"officially canceled.
"
1476,"Joey, I'm so sorry.
"
1477,"You want my breakfast?
"
1478,"Too depressed to eat.
"
1479,"I'll probably eat in, like,
"
1480,"five minutes.
"
1481,"I'll fly home with you.
"
1482,"What time is your flight?
"
1483,"-What about my cab?
"
1484,"-I don't need that anymore.
"
1485,"You borrowed my cab.
"
1486,"You have to drive it back.
"
1487,"I don't wanna drive back
"
1488,"by myself. I get lonely.
"
1489,"How about if you come with me?
"
